,Response,Income,Recency,SpendingWine,SpendingGreens,SpendingMeat,SpendingFish,SpendingSweets,SpendingGold,ID,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,haveChildren,AcceptedCmp1_0.0,AcceptedCmp1_1.0,AcceptedCmp2_0.0,AcceptedCmp2_1.0,AcceptedCmp3_0.0,AcceptedCmp3_1.0,AcceptedCmp4_0.0,AcceptedCmp4_1.0,AcceptedCmp5_0.0,AcceptedCmp5_1.0,AcceptedCampaigns_0.0,AcceptedCampaigns_1.0,Education_0.0,Education_1.0,Marital_Status_0.0,Marital_Status_1.0
227,0.0,3.0,7.0,5.0,3.0,7.0,4.0,4.0,8.0,1.0,0.4,0.2962962962962963,0.03571428571428571,0.38461538461538464,0.4,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
228,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.4,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
229,0.0,9.0,7.0,9.0,4.0,8.0,5.0,6.0,4.0,5.0,0.06666666666666667,0.2962962962962963,0.3571428571428571,0.46153846153846156,0.15000000000000002,0.0,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False
230,0.0,4.0,2.0,5.0,2.0,4.0,0.0,0.0,7.0,1.0,0.13333333333333333,0.14814814814814814,0.03571428571428571,0.38461538461538464,0.35000000000000003,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
231,0.0,7.0,4.0,9.0,5.0,6.0,5.0,5.0,7.0,0.0,0.13333333333333333,0.4074074074074074,0.14285714285714285,0.8461538461538463,0.30000000000000004,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
232,0.0,4.0,8.0,3.0,3.0,3.0,4.0,0.0,4.0,1.0,0.06666666666666667,0.037037037037037035,0.03571428571428571,0.3076923076923077,0.15000000000000002,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
233,0.0,8.0,5.0,6.0,3.0,9.0,6.0,5.0,3.0,2.0,0.06666666666666667,0.1111111111111111,0.17857142857142855,0.5384615384615385,0.05,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
234,0.0,8.0,0.0,7.0,3.0,6.0,4.0,0.0,3.0,4.0,0.13333333333333333,0.2222222222222222,0.10714285714285714,0.8461538461538463,0.15000000000000002,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
235,0.0,2.0,3.0,4.0,0.0,3.0,0.0,0.0,1.0,8.0,0.26666666666666666,0.14814814814814814,0.03571428571428571,0.3076923076923077,0.4,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
236,0.0,6.0,3.0,9.0,5.0,7.0,3.0,3.0,8.0,6.0,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.9230769230769231,0.30000000000000004,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
237,0.0,3.0,4.0,4.0,0.0,2.0,0.0,0.0,6.0,4.0,0.26666666666666666,0.1111111111111111,0.03571428571428571,0.3076923076923077,0.4,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
238,0.0,5.0,7.0,6.0,3.0,5.0,0.0,3.0,9.0,6.0,0.13333333333333333,0.2962962962962963,0.07142857142857142,0.3076923076923077,0.4,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
239,0.0,5.0,2.0,8.0,4.0,7.0,0.0,0.0,8.0,1.0,0.2,0.07407407407407407,0.07142857142857142,0.8461538461538463,0.4,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
240,0.0,9.0,6.0,8.0,7.0,9.0,6.0,6.0,4.0,0.0,0.06666666666666667,0.1111111111111111,0.17857142857142855,0.6153846153846154,0.1,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
241,0.0,2.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.4,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
242,1.0,3.0,2.0,5.0,3.0,6.0,1.0,4.0,6.0,6.0,0.6,0.18518518518518517,0.03571428571428571,0.6153846153846154,0.35000000000000003,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
243,0.0,9.0,0.0,9.0,6.0,7.0,7.0,7.0,5.0,5.0,0.06666666666666667,0.2222222222222222,0.10714285714285714,0.3076923076923077,0.35000000000000003,0.3333333333333333,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True
244,0.0,3.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.4,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
245,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,8.0,0.06666666666666667,0.037037037037037035,0.0,0.23076923076923078,0.15000000000000002,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
246,0.0,6.0,8.0,8.0,4.0,8.0,4.0,3.0,6.0,3.0,0.2,0.25925925925925924,0.2857142857142857,0.8461538461538463,0.25,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
247,0.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,4.0,0.0,0.13333333333333333,0.07407407407407407,0.0,0.3076923076923077,0.30000000000000004,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
248,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.06666666666666667,0.037037037037037035,0.0,0.23076923076923078,0.35000000000000003,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
249,0.0,9.0,2.0,7.0,2.0,6.0,3.0,5.0,3.0,8.0,0.06666666666666667,0.18518518518518517,0.07142857142857142,0.8461538461538463,0.15000000000000002,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
250,0.0,0.0,4.0,1.0,1.0,2.0,3.0,3.0,4.0,6.0,0.26666666666666666,0.1111111111111111,0.03571428571428571,0.23076923076923078,0.35000000000000003,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
251,0.0,6.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,9.0,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.2,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
252,0.0,8.0,8.0,9.0,6.0,9.0,7.0,7.0,4.0,0.0,0.06666666666666667,0.2222222222222222,0.17857142857142855,0.7692307692307693,0.15000000000000002,0.0,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True
253,0.0,7.0,8.0,6.0,7.0,7.0,6.0,7.0,6.0,8.0,0.13333333333333333,0.2222222222222222,0.14285714285714285,0.3076923076923077,0.15000000000000002,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
254,0.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,9.0,0.06666666666666667,0.07407407407407407,0.0,0.15384615384615385,0.45,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
255,1.0,8.0,0.0,7.0,7.0,9.0,7.0,4.0,9.0,8.0,0.06666666666666667,0.1111111111111111,0.3214285714285714,0.6923076923076923,0.1,0.0,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False
256,0.0,6.0,3.0,8.0,0.0,6.0,0.0,5.0,9.0,6.0,0.4666666666666667,0.4074074074074074,0.17857142857142855,0.6153846153846154,0.35000000000000003,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
257,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.13333333333333333,0.037037037037037035,0.0,0.23076923076923078,0.30000000000000004,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
258,1.0,9.0,3.0,9.0,4.0,7.0,6.0,0.0,8.0,2.0,0.13333333333333333,0.18518518518518517,0.10714285714285714,0.46153846153846156,0.30000000000000004,0.0,False,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False
259,0.0,8.0,6.0,9.0,6.0,7.0,7.0,3.0,8.0,8.0,0.13333333333333333,0.3333333333333333,0.14285714285714285,0.46153846153846156,0.25,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
260,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.155,0.15128968253968253,0.09507334183673469,0.4453983516483517,0.26582589285714286,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
261,0.0,7.0,8.0,9.0,7.0,9.0,7.0,5.0,9.0,7.0,0.06666666666666667,0.14814814814814814,0.3571428571428571,0.38461538461538464,0.15000000000000002,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
262,0.0,7.0,5.0,9.0,5.0,7.0,7.0,6.0,8.0,8.0,0.26666666666666666,0.3333333333333333,0.21428571428571427,0.46153846153846156,0.30000000000000004,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
263,0.0,2.0,5.0,2.0,1.0,3.0,2.0,0.0,3.0,9.0,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.4,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
264,0.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,5.0,0.13333333333333333,0.037037037037037035,0.0,0.23076923076923078,0.30000000000000004,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
265,1.0,9.0,0.0,5.0,7.0,8.0,4.0,7.0,9.0,8.0,0.06666666666666667,0.2222222222222222,0.3214285714285714,1.0,0.1,0.0,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True
266,0.0,1.0,8.0,3.0,6.0,4.0,4.0,4.0,5.0,2.0,0.13333333333333333,0.1111111111111111,0.03571428571428571,0.38461538461538464,0.30000000000000004,0.0,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
267,0.0,8.0,7.0,8.0,5.0,8.0,5.0,6.0,5.0,9.0,0.3333333333333333,0.14814814814814814,0.21428571428571427,0.8461538461538463,0.4,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
268,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,0.13333333333333333,0.037037037037037035,0.0,0.23076923076923078,0.30000000000000004,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
269,0.0,6.0,4.0,9.0,4.0,6.0,3.0,3.0,4.0,0.0,0.2,0.2962962962962963,0.10714285714285714,0.38461538461538464,0.30000000000000004,0.3333333333333333,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False
270,0.0,4.0,8.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,0.26666666666666666,0.1111111111111111,0.07142857142857142,0.5384615384615385,0.15000000000000002,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
271,0.0,1.0,8.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,0.26666666666666666,0.07407407407407407,0.0,0.3076923076923077,0.25,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
272,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.4,1.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
273,1.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,3.0,9.0,0.13333333333333333,0.037037037037037035,0.03571428571428571,0.15384615384615385,0.35000000000000003,0.3333333333333333,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True
274,0.0,7.0,4.0,7.0,5.0,7.0,3.0,0.0,5.0,1.0,0.2,0.37037037037037035,0.07142857142857142,0.7692307692307693,0.25,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
275,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.155,0.15128968253968253,0.09507334183673469,0.4453983516483517,0.26582589285714286,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
276,0.0,4.0,7.0,5.0,1.0,5.0,4.0,4.0,2.0,4.0,0.26666666666666666,0.14814814814814814,0.03571428571428571,0.46153846153846156,0.25,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
277,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.155,0.15128968253968253,0.09507334183673469,0.4453983516483517,0.26582589285714286,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
278,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.45,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
279,1.0,4.0,0.0,5.0,1.0,5.0,1.0,1.0,4.0,2.0,0.4,0.18518518518518517,0.07142857142857142,0.3076923076923077,0.4,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
280,0.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,6.0,0.26666666666666666,0.1111111111111111,0.03571428571428571,0.23076923076923078,0.35000000000000003,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
281,0.0,9.0,4.0,7.0,7.0,8.0,7.0,6.0,9.0,1.0,0.06666666666666667,0.1111111111111111,0.25,0.6153846153846154,0.05,0.0,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False
282,1.0,3.0,5.0,4.0,1.0,4.0,0.0,0.0,8.0,8.0,0.26666666666666666,0.1111111111111111,0.07142857142857142,0.15384615384615385,0.35000000000000003,0.6666666666666666,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False
283,0.0,8.0,1.0,5.0,6.0,8.0,7.0,7.0,8.0,0.0,0.06666666666666667,0.1111111111111111,0.10714285714285714,0.46153846153846156,0.05,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
284,0.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,0.13333333333333333,0.07407407407407407,0.07142857142857142,0.15384615384615385,0.30000000000000004,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
285,1.0,7.0,2.0,8.0,6.0,9.0,6.0,6.0,9.0,2.0,0.13333333333333333,0.1111111111111111,0.14285714285714285,0.38461538461538464,0.35000000000000003,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
286,0.0,2.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,5.0,0.2,0.1111111111111111,0.0,0.3076923076923077,0.25,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
287,0.0,6.0,0.0,5.0,0.0,4.0,2.0,1.0,3.0,3.0,0.13333333333333333,0.14814814814814814,0.07142857142857142,0.3076923076923077,0.25,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
288,0.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,5.0,0.26666666666666666,0.07407407407407407,0.0,0.3076923076923077,0.30000000000000004,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
289,0.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,9.0,0.2,0.07407407407407407,0.0,0.3076923076923077,0.35000000000000003,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
290,0.0,7.0,7.0,8.0,3.0,5.0,2.0,4.0,2.0,2.0,0.13333333333333333,0.2222222222222222,0.10714285714285714,0.9230769230769231,0.2,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
291,1.0,6.0,5.0,5.0,7.0,7.0,6.0,7.0,9.0,3.0,0.13333333333333333,0.25925925925925924,0.14285714285714285,0.7692307692307693,0.25,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
292,0.0,8.0,2.0,4.0,7.0,8.0,7.0,4.0,4.0,7.0,0.06666666666666667,0.1111111111111111,0.10714285714285714,0.38461538461538464,0.05,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
293,1.0,7.0,2.0,5.0,0.0,9.0,5.0,7.0,7.0,3.0,0.06666666666666667,0.1111111111111111,0.17857142857142855,0.6153846153846154,0.05,0.0,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,True
294,0.0,6.0,6.0,8.0,4.0,6.0,4.0,3.0,9.0,4.0,0.06666666666666667,0.3333333333333333,0.10714285714285714,0.6923076923076923,0.30000000000000004,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
295,0.0,1.0,4.0,1.0,4.0,1.0,4.0,5.0,4.0,4.0,0.2,0.1111111111111111,0.0,0.3076923076923077,0.35000000000000003,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
296,0.0,5.0,7.0,6.0,3.0,5.0,0.0,3.0,9.0,8.0,0.13333333333333333,0.2962962962962963,0.07142857142857142,0.3076923076923077,0.4,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
297,0.0,3.0,1.0,4.0,2.0,4.0,7.0,3.0,5.0,7.0,0.13333333333333333,0.14814814814814814,0.03571428571428571,0.46153846153846156,0.35000000000000003,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
298,0.0,7.0,6.0,5.0,3.0,6.0,4.0,4.0,7.0,1.0,0.06666666666666667,0.18518518518518517,0.03571428571428571,0.6153846153846154,0.1,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
299,0.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,8.0,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.25,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
300,0.0,2.0,6.0,2.0,2.0,3.0,1.0,2.0,4.0,8.0,0.06666666666666667,0.1111111111111111,0.03571428571428571,0.15384615384615385,0.35000000000000003,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
301,0.0,8.0,1.0,6.0,7.0,7.0,7.0,6.0,8.0,9.0,0.06666666666666667,0.2222222222222222,0.10714285714285714,1.0,0.15000000000000002,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
302,0.0,5.0,8.0,6.0,5.0,7.0,5.0,7.0,9.0,7.0,0.8666666666666667,0.2222222222222222,0.07142857142857142,0.9230769230769231,0.25,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
303,0.0,9.0,1.0,6.0,7.0,9.0,7.0,7.0,5.0,8.0,0.06666666666666667,0.18518518518518517,0.39285714285714285,0.38461538461538464,0.15000000000000002,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
304,0.0,2.0,5.0,5.0,1.0,5.0,1.0,1.0,7.0,4.0,0.2,0.25925925925925924,0.03571428571428571,0.38461538461538464,0.4,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
305,0.0,2.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,8.0,0.06666666666666667,0.037037037037037035,0.0,0.23076923076923078,0.35000000000000003,0.0,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False
306,0.0,3.0,6.0,3.0,0.0,4.0,4.0,3.0,3.0,6.0,0.2,0.1111111111111111,0.03571428571428571,0.23076923076923078,0.35000000000000003,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
307,0.0,9.0,2.0,8.0,7.0,9.0,7.0,4.0,9.0,4.0,0.06666666666666667,0.07407407407407407,0.25,0.6923076923076923,0.2,0.0,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False
308,0.0,0.0,7.0,1.0,1.0,3.0,4.0,0.0,3.0,4.0,0.2,0.1111111111111111,0.0,0.23076923076923078,0.45,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
309,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,9.0,0.06666666666666667,0.0,0.0,0.23076923076923078,0.30000000000000004,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
310,0.0,5.0,5.0,9.0,0.0,5.0,0.0,4.0,6.0,2.0,0.2,0.1111111111111111,0.21428571428571427,0.8461538461538463,0.4,0.3333333333333333,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False
311,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.06666666666666667,0.037037037037037035,0.0,0.23076923076923078,0.35000000000000003,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True
312,0.0,4.0,3.0,4.0,2.0,2.0,0.0,2.0,3.0,8.0,0.06666666666666667,0.1111111111111111,0.0,0.23076923076923078,0.4,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
313,0.0,7.0,3.0,6.0,4.0,7.0,5.0,6.0,6.0,6.0,0.06666666666666667,0.07407407407407407,0.10714285714285714,0.46153846153846156,0.05,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
314,0.0,6.0,3.0,8.0,0.0,5.0,0.0,0.0,6.0,3.0,0.3333333333333333,0.2962962962962963,0.10714285714285714,0.9230769230769231,0.25,0.3333333333333333,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True
315,0.0,2.0,4.0,3.0,0.0,2.0,0.0,1.0,3.0,5.0,0.26666666666666666,0.1111111111111111,0.03571428571428571,0.23076923076923078,0.25,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
316,0.0,6.0,3.0,7.0,4.0,6.0,4.0,0.0,5.0,5.0,0.06666666666666667,0.3333333333333333,0.07142857142857142,0.6923076923076923,0.30000000000000004,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
317,0.0,4.0,8.0,3.0,0.0,4.0,1.0,1.0,0.0,9.0,0.06666666666666667,0.07407407407407407,0.03571428571428571,0.23076923076923078,0.2,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
318,0.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,7.0,1.0,0.2,0.18518518518518517,0.03571428571428571,0.3076923076923077,0.4,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
319,0.0,1.0,6.0,2.0,0.0,3.0,0.0,1.0,5.0,8.0,0.2,0.1111111111111111,0.03571428571428571,0.23076923076923078,0.35000000000000003,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
320,0.0,9.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,0.06666666666666667,0.2222222222222222,0.25,0.6923076923076923,0.1,0.0,False,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False
321,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.155,0.15128968253968253,0.09507334183673469,0.4453983516483517,0.26582589285714286,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
322,1.0,1.0,6.0,0.0,5.0,3.0,3.0,4.0,4.0,6.0,0.06666666666666667,0.1111111111111111,0.0,0.23076923076923078,0.45,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
323,0.0,8.0,7.0,8.0,3.0,8.0,3.0,6.0,3.0,6.0,0.06666666666666667,0.07407407407407407,0.17857142857142855,0.7692307692307693,0.05,0.0,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True
324,0.0,7.0,8.0,7.0,0.0,3.0,0.0,0.0,3.0,4.0,0.06666666666666667,0.2962962962962963,0.10714285714285714,0.46153846153846156,0.35000000000000003,0.3333333333333333,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False
325,0.0,4.0,1.0,4.0,1.0,4.0,4.0,2.0,4.0,1.0,0.06666666666666667,0.14814814814814814,0.07142857142857142,0.3076923076923077,0.2,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
326,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.155,0.15128968253968253,0.09507334183673469,0.4453983516483517,0.26582589285714286,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
327,0.0,0.0,7.0,0.0,2.0,2.0,0.0,3.0,4.0,8.0,0.26666666666666666,0.1111111111111111,0.03571428571428571,0.23076923076923078,0.30000000000000004,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
328,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.35000000000000003,1.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
329,0.0,0.0,6.0,9.0,7.0,8.0,5.0,5.0,7.0,2.0,0.06666666666666667,0.2222222222222222,0.17857142857142855,0.9230769230769231,0.15000000000000002,0.0,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False
330,0.0,7.0,3.0,8.0,6.0,9.0,6.0,6.0,3.0,5.0,0.06666666666666667,0.2222222222222222,0.21428571428571427,0.7692307692307693,0.15000000000000002,0.0,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
331,0.0,5.0,1.0,5.0,0.0,3.0,1.0,1.0,4.0,3.0,0.4,0.1111111111111111,0.03571428571428571,0.46153846153846156,0.2,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
332,0.0,2.0,7.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.13333333333333333,0.07407407407407407,0.0,0.23076923076923078,0.25,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
333,0.0,3.0,5.0,3.0,2.0,3.0,2.0,0.0,5.0,2.0,0.13333333333333333,0.1111111111111111,0.0,0.23076923076923078,0.35000000000000003,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
334,0.0,7.0,5.0,4.0,6.0,6.0,6.0,1.0,7.0,8.0,0.13333333333333333,0.14814814814814814,0.10714285714285714,0.46153846153846156,0.15000000000000002,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
335,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.13333333333333333,0.037037037037037035,0.0,0.23076923076923078,0.25,0.6666666666666666,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
336,0.0,0.0,6.0,8.0,4.0,7.0,5.0,6.0,4.0,2.0,0.4,0.07407407407407407,0.10714285714285714,0.7692307692307693,0.35000000000000003,1.0,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True
337,0.0,7.0,2.0,7.0,2.0,6.0,5.0,5.0,8.0,1.0,0.2,0.1111111111111111,0.10714285714285714,0.9230769230769231,0.1,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
338,0.0,2.0,7.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.06666666666666667,0.037037037037037035,0.0,0.15384615384615385,0.35000000000000003,0.3333333333333333,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
